X,Y,Label,Usuario,FrameID,Session
337.39658,181.4673,nose,user1,0,20240429152553
357.08264,151.9524,left_eye,user1,0,20240429152553
302.69952,151.108,right_eye,user1,0,20240429152553
384.57605,175.36995,left_ear,user1,0,20240429152553
255.68199,180.10742,right_ear,user1,0,20240429152553
481.09128,361.27148,left_shoulder,user1,0,20240429152553
192.48877,367.20795,right_shoulder,user1,0,20240429152553
0.0,0.0,left_elbow,user1,0,20240429152553
0.0,0.0,right_elbow,user1,0,20240429152553
404.9534,340.42374,left_wrist,user1,0,20240429152553
272.17923,327.13113,right_wrist,user1,0,20240429152553
0.0,0.0,left_hip,user1,0,20240429152553
0.0,0.0,right_hip,user1,0,20240429152553
0.0,0.0,left_knee,user1,0,20240429152553
0.0,0.0,right_knee,user1,0,20240429152553
0.0,0.0,left_ankle,user1,0,20240429152553
0.0,0.0,right_ankle,user1,0,20240429152553
353.27563,179.67923,nose,user1,1,20240429152553
370.88727,146.59518,left_eye,user1,1,20240429152553
315.69196,150.0728,right_eye,user1,1,20240429152553
394.92493,165.50746,left_ear,user1,1,20240429152553
259.1226,179.28275,right_ear,user1,1,20240429152553
490.4647,348.02164,left_shoulder,user1,1,20240429152553
182.64229,367.91617,right_shoulder,user1,1,20240429152553
0.0,0.0,left_elbow,user1,1,20240429152553
0.0,0.0,right_elbow,user1,1,20240429152553
403.6651,347.47565,left_wrist,user1,1,20240429152553
278.84332,350.3746,right_wrist,user1,1,20240429152553
0.0,0.0,left_hip,user1,1,20240429152553
0.0,0.0,right_hip,user1,1,20240429152553
0.0,0.0,left_knee,user1,1,20240429152553
0.0,0.0,right_knee,user1,1,20240429152553
0.0,0.0,left_ankle,user1,1,20240429152553
0.0,0.0,right_ankle,user1,1,20240429152553
356.12433,180.51921,nose,user1,2,20240429152553
375.39447,148.7039,left_eye,user1,2,20240429152553
319.4281,149.8541,right_eye,user1,2,20240429152553
400.13574,169.77237,left_ear,user1,2,20240429152553
261.91873,177.9122,right_ear,user1,2,20240429152553
496.42722,350.2796,left_shoulder,user1,2,20240429152553
186.64713,364.38806,right_shoulder,user1,2,20240429152553
0.0,0.0,left_elbow,user1,2,20240429152553
0.0,0.0,right_elbow,user1,2,20240429152553
407.0534,349.28543,left_wrist,user1,2,20240429152553
278.28192,349.69006,right_wrist,user1,2,20240429152553
0.0,0.0,left_hip,user1,2,20240429152553
0.0,0.0,right_hip,user1,2,20240429152553
0.0,0.0,left_knee,user1,2,20240429152553
0.0,0.0,right_knee,user1,2,20240429152553
0.0,0.0,left_ankle,user1,2,20240429152553
0.0,0.0,right_ankle,user1,2,20240429152553
356.5335,180.69963,nose,user1,3,20240429152553
374.8637,149.65617,left_eye,user1,3,20240429152553
319.83643,151.7132,right_eye,user1,3,20240429152553
399.62247,169.45805,left_ear,user1,3,20240429152553
264.26447,179.38533,right_ear,user1,3,20240429152553
486.56885,340.05804,left_shoulder,user1,3,20240429152553
205.96364,356.02682,right_shoulder,user1,3,20240429152553
0.0,0.0,left_elbow,user1,3,20240429152553
129.64824,480.0,right_elbow,user1,3,20240429152553
402.80856,342.97366,left_wrist,user1,3,20240429152553
279.31946,347.3717,right_wrist,user1,3,20240429152553
0.0,0.0,left_hip,user1,3,20240429152553
0.0,0.0,right_hip,user1,3,20240429152553
0.0,0.0,left_knee,user1,3,20240429152553
0.0,0.0,right_knee,user1,3,20240429152553
0.0,0.0,left_ankle,user1,3,20240429152553
0.0,0.0,right_ankle,user1,3,20240429152553
356.5413,180.52538,nose,user1,4,20240429152553
375.48123,149.43097,left_eye,user1,4,20240429152553
319.47986,151.37611,right_eye,user1,4,20240429152553
400.44058,170.27711,left_ear,user1,4,20240429152553
262.5913,179.95137,right_ear,user1,4,20240429152553
487.1392,343.6395,left_shoulder,user1,4,20240429152553
197.93364,358.27957,right_shoulder,user1,4,20240429152553
0.0,0.0,left_elbow,user1,4,20240429152553
126.66373,480.0,right_elbow,user1,4,20240429152553
403.17966,344.10794,left_wrist,user1,4,20240429152553
280.3454,346.22852,right_wrist,user1,4,20240429152553
0.0,0.0,left_hip,user1,4,20240429152553
0.0,0.0,right_hip,user1,4,20240429152553
0.0,0.0,left_knee,user1,4,20240429152553
0.0,0.0,right_knee,user1,4,20240429152553
0.0,0.0,left_ankle,user1,4,20240429152553
0.0,0.0,right_ankle,user1,4,20240429152553
355.6638,180.7323,nose,user1,5,20240429152553
375.0133,149.31561,left_eye,user1,5,20240429152553
318.6694,151.25816,right_eye,user1,5,20240429152553
401.37103,169.78748,left_ear,user1,5,20240429152553
263.44843,179.59637,right_ear,user1,5,20240429152553
493.73685,346.85748,left_shoulder,user1,5,20240429152553
197.14314,358.5961,right_shoulder,user1,5,20240429152553
0.0,0.0,left_elbow,user1,5,20240429152553
122.707306,480.0,right_elbow,user1,5,20240429152553
406.64313,348.1904,left_wrist,user1,5,20240429152553
281.78146,345.1601,right_wrist,user1,5,20240429152553
0.0,0.0,left_hip,user1,5,20240429152553
0.0,0.0,right_hip,user1,5,20240429152553
0.0,0.0,left_knee,user1,5,20240429152553
0.0,0.0,right_knee,user1,5,20240429152553
0.0,0.0,left_ankle,user1,5,20240429152553
0.0,0.0,right_ankle,user1,5,20240429152553
356.2189,180.05531,nose,user1,6,20240429152553
375.55746,149.48012,left_eye,user1,6,20240429152553
319.79916,149.74803,right_eye,user1,6,20240429152553
400.36514,171.40048,left_ear,user1,6,20240429152553
262.99734,177.71227,right_ear,user1,6,20240429152553
492.76624,346.77222,left_shoulder,user1,6,20240429152553
195.08078,362.01462,right_shoulder,user1,6,20240429152553
0.0,0.0,left_elbow,user1,6,20240429152553
0.0,0.0,right_elbow,user1,6,20240429152553
403.6589,345.00122,left_wrist,user1,6,20240429152553
280.81924,346.924,right_wrist,user1,6,20240429152553
0.0,0.0,left_hip,user1,6,20240429152553
0.0,0.0,right_hip,user1,6,20240429152553
0.0,0.0,left_knee,user1,6,20240429152553
0.0,0.0,right_knee,user1,6,20240429152553
0.0,0.0,left_ankle,user1,6,20240429152553
0.0,0.0,right_ankle,user1,6,20240429152553
356.1212,181.2835,nose,user1,7,20240429152553
374.47147,149.50966,left_eye,user1,7,20240429152553
318.6225,151.62851,right_eye,user1,7,20240429152553
399.54883,169.11447,left_ear,user1,7,20240429152553
262.0183,179.4444,right_ear,user1,7,20240429152553
491.1114,343.23294,left_shoulder,user1,7,20240429152553
198.5774,357.29095,right_shoulder,user1,7,20240429152553
0.0,0.0,left_elbow,user1,7,20240429152553
126.82277,480.0,right_elbow,user1,7,20240429152553
402.54718,343.85858,left_wrist,user1,7,20240429152553
287.12744,327.6409,right_wrist,user1,7,20240429152553
0.0,0.0,left_hip,user1,7,20240429152553
0.0,0.0,right_hip,user1,7,20240429152553
0.0,0.0,left_knee,user1,7,20240429152553
0.0,0.0,right_knee,user1,7,20240429152553
0.0,0.0,left_ankle,user1,7,20240429152553
0.0,0.0,right_ankle,user1,7,20240429152553
355.2506,180.27388,nose,user1,8,20240429152553
374.33557,148.55559,left_eye,user1,8,20240429152553
317.83942,150.96661,right_eye,user1,8,20240429152553
400.37445,168.84651,left_ear,user1,8,20240429152553
262.1155,179.76556,right_ear,user1,8,20240429152553
494.00552,345.13272,left_shoulder,user1,8,20240429152553
194.85957,359.4512,right_shoulder,user1,8,20240429152553
0.0,0.0,left_elbow,user1,8,20240429152553
124.19672,480.0,right_elbow,user1,8,20240429152553
405.52225,347.48846,left_wrist,user1,8,20240429152553
279.4979,346.4445,right_wrist,user1,8,20240429152553
0.0,0.0,left_hip,user1,8,20240429152553
0.0,0.0,right_hip,user1,8,20240429152553
0.0,0.0,left_knee,user1,8,20240429152553
0.0,0.0,right_knee,user1,8,20240429152553
0.0,0.0,left_ankle,user1,8,20240429152553
0.0,0.0,right_ankle,user1,8,20240429152553
354.46954,179.8008,nose,user1,9,20240429152553
373.62387,149.74574,left_eye,user1,9,20240429152553
318.5585,150.83344,right_eye,user1,9,20240429152553
399.55502,171.03053,left_ear,user1,9,20240429152553
265.3628,179.07094,right_ear,user1,9,20240429152553
492.86594,343.73853,left_shoulder,user1,9,20240429152553
203.69795,355.91583,right_shoulder,user1,9,20240429152553
0.0,0.0,left_elbow,user1,9,20240429152553
129.74028,480.0,right_elbow,user1,9,20240429152553
403.87778,343.54367,left_wrist,user1,9,20240429152553
283.89276,339.3223,right_wrist,user1,9,20240429152553
0.0,0.0,left_hip,user1,9,20240429152553
0.0,0.0,right_hip,user1,9,20240429152553
0.0,0.0,left_knee,user1,9,20240429152553
0.0,0.0,right_knee,user1,9,20240429152553
0.0,0.0,left_ankle,user1,9,20240429152553
0.0,0.0,right_ankle,user1,9,20240429152553
354.35565,180.93031,nose,user1,10,20240429152553
373.42767,149.90521,left_eye,user1,10,20240429152553
318.07614,151.31566,right_eye,user1,10,20240429152553
398.8981,170.11115,left_ear,user1,10,20240429152553
263.6396,178.6721,right_ear,user1,10,20240429152553
483.54337,341.63422,left_shoulder,user1,10,20240429152553
200.25662,358.21484,right_shoulder,user1,10,20240429152553
0.0,0.0,left_elbow,user1,10,20240429152553
125.20717,480.0,right_elbow,user1,10,20240429152553
404.05563,345.23407,left_wrist,user1,10,20240429152553
279.66208,344.99564,right_wrist,user1,10,20240429152553
0.0,0.0,left_hip,user1,10,20240429152553
0.0,0.0,right_hip,user1,10,20240429152553
0.0,0.0,left_knee,user1,10,20240429152553
0.0,0.0,right_knee,user1,10,20240429152553
0.0,0.0,left_ankle,user1,10,20240429152553
0.0,0.0,right_ankle,user1,10,20240429152553
354.1294,180.31134,nose,user1,11,20240429152553
373.04498,148.59167,left_eye,user1,11,20240429152553
317.37775,151.06123,right_eye,user1,11,20240429152553
399.21094,168.14517,left_ear,user1,11,20240429152553
263.49704,179.20416,right_ear,user1,11,20240429152553
490.57703,344.91562,left_shoulder,user1,11,20240429152553
197.28345,359.23227,right_shoulder,user1,11,20240429152553
0.0,0.0,left_elbow,user1,11,20240429152553
125.478546,480.0,right_elbow,user1,11,20240429152553
405.75043,345.8224,left_wrist,user1,11,20240429152553
279.91095,346.99603,right_wrist,user1,11,20240429152553
0.0,0.0,left_hip,user1,11,20240429152553
0.0,0.0,right_hip,user1,11,20240429152553
0.0,0.0,left_knee,user1,11,20240429152553
0.0,0.0,right_knee,user1,11,20240429152553
0.0,0.0,left_ankle,user1,11,20240429152553
0.0,0.0,right_ankle,user1,11,20240429152553
354.01663,179.71375,nose,user1,12,20240429152553
372.98676,148.6774,left_eye,user1,12,20240429152553
317.60602,150.80594,right_eye,user1,12,20240429152553
399.6015,168.56459,left_ear,user1,12,20240429152553
264.5505,178.77417,right_ear,user1,12,20240429152553
491.6349,341.96606,left_shoulder,user1,12,20240429152553
206.3759,356.2912,right_shoulder,user1,12,20240429152553
0.0,0.0,left_elbow,user1,12,20240429152553
131.42752,480.0,right_elbow,user1,12,20240429152553
407.8415,348.51498,left_wrist,user1,12,20240429152553
283.6001,340.16663,right_wrist,user1,12,20240429152553
0.0,0.0,left_hip,user1,12,20240429152553
0.0,0.0,right_hip,user1,12,20240429152553
0.0,0.0,left_knee,user1,12,20240429152553
0.0,0.0,right_knee,user1,12,20240429152553
0.0,0.0,left_ankle,user1,12,20240429152553
0.0,0.0,right_ankle,user1,12,20240429152553
354.2624,181.24484,nose,user1,13,20240429152553
374.17548,148.72096,left_eye,user1,13,20240429152553
317.71777,150.96303,right_eye,user1,13,20240429152553
399.8222,168.56093,left_ear,user1,13,20240429152553
261.38467,178.32666,right_ear,user1,13,20240429152553
493.78802,350.06567,left_shoulder,user1,13,20240429152553
181.38574,365.29303,right_shoulder,user1,13,20240429152553
0.0,0.0,left_elbow,user1,13,20240429152553
0.0,0.0,right_elbow,user1,13,20240429152553
408.00952,346.74542,left_wrist,user1,13,20240429152553
285.1808,345.46024,right_wrist,user1,13,20240429152553
0.0,0.0,left_hip,user1,13,20240429152553
0.0,0.0,right_hip,user1,13,20240429152553
0.0,0.0,left_knee,user1,13,20240429152553
0.0,0.0,right_knee,user1,13,20240429152553
0.0,0.0,left_ankle,user1,13,20240429152553
0.0,0.0,right_ankle,user1,13,20240429152553
353.12558,180.49094,nose,user1,14,20240429152553
372.68814,148.42972,left_eye,user1,14,20240429152553
316.69434,151.01826,right_eye,user1,14,20240429152553
399.66098,167.91057,left_ear,user1,14,20240429152553
263.48123,179.03503,right_ear,user1,14,20240429152553
495.08215,348.62238,left_shoulder,user1,14,20240429152553
192.71722,359.8978,right_shoulder,user1,14,20240429152553
0.0,0.0,left_elbow,user1,14,20240429152553
123.77124,480.0,right_elbow,user1,14,20240429152553
407.12067,348.56506,left_wrist,user1,14,20240429152553
280.08475,351.5454,right_wrist,user1,14,20240429152553
0.0,0.0,left_hip,user1,14,20240429152553
0.0,0.0,right_hip,user1,14,20240429152553
0.0,0.0,left_knee,user1,14,20240429152553
0.0,0.0,right_knee,user1,14,20240429152553
0.0,0.0,left_ankle,user1,14,20240429152553
0.0,0.0,right_ankle,user1,14,20240429152553
354.15253,181.865,nose,user1,15,20240429152553
374.32156,150.43417,left_eye,user1,15,20240429152553
317.97107,151.7345,right_eye,user1,15,20240429152553
399.96146,170.70468,left_ear,user1,15,20240429152553
261.80685,178.37796,right_ear,user1,15,20240429152553
480.3151,345.53903,left_shoulder,user1,15,20240429152553
191.26413,359.90338,right_shoulder,user1,15,20240429152553
0.0,0.0,left_elbow,user1,15,20240429152553
0.0,0.0,right_elbow,user1,15,20240429152553
406.45868,342.43747,left_wrist,user1,15,20240429152553
280.2677,351.03897,right_wrist,user1,15,20240429152553
0.0,0.0,left_hip,user1,15,20240429152553
0.0,0.0,right_hip,user1,15,20240429152553
0.0,0.0,left_knee,user1,15,20240429152553
0.0,0.0,right_knee,user1,15,20240429152553
0.0,0.0,left_ankle,user1,15,20240429152553
0.0,0.0,right_ankle,user1,15,20240429152553
353.6586,180.76628,nose,user1,16,20240429152553
373.56396,149.82231,left_eye,user1,16,20240429152553
317.85577,151.31572,right_eye,user1,16,20240429152553
399.61008,170.44427,left_ear,user1,16,20240429152553
